State,Year,Quarter,Transaction_Count,Transaction_Amount,User_Count,Avg_Transaction_Value,Transactions_Per_User,Transaction_Growth,User_Growth,ZScore_Transaction,Transaction_Count_Scaled,Transaction_Amount_Scaled,User_Count_Scaled,Avg_Transaction_Value_Scaled,Transactions_Per_User_Scaled,Transaction_Growth_Scaled,User_Growth_Scaled
Chhattisgarh,2024,2,412047705,496313432419.0,0.0,1204.5047852383987,0.0,0.07192854623343936,0.0,0.21838845737565857,0.3474517785471742,0.21849686565107473,-0.5058829796163108,-1.1218860918018878,-0.7612788319963298,-0.5937788765074641,-0.22746072650092677
Chhattisgarh,2024,3,443640102,497360133758.0,0.0,1121.0892151449375,0.0,0.002108952268123021,0.0,0.21987730295247662,0.4089016130761418,0.21998645029250857,-0.5058829796163108,-1.265016219232329,-0.7612788319963298,-0.857836598328879,-0.22746072650092677
Chhattisgarh,2024,4,500655404,576828444625.0,0.0,1152.146646208976,0.0,0.15978021854414814,0.0,0.33291436397751717,0.5198011080881574,0.3330796230415436,-0.5058829796163108,-1.2117257596589257,-0.7612788319963298,-0.2615238298784181,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2018,1,148549,175658384.1092169,53258.0,1182.494558086671,2.78923354237861,0.0,0.0,-0.48732625114847,-0.45372627004538485,-0.4875681604466393,-0.4980346264277089,-1.1596527415229172,-0.2394254112665558,-0.8658126563338469,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2018,2,202626,302070771.6561516,71458.0,1490.77991795797,2.8355957345573626,0.7196490403118867,0.34173269743512713,-0.48714644004377217,-0.45362108579166005,-0.4873882600835072,-0.49535258752214434,-0.6306756837160881,-0.23075124748162554,1.8559001939317008,1.271304137348026
Dadra & Nagar Haveli & Daman & Diu,2018,3,289575,447639595.6781753,92107.0,1545.8502829255815,3.143897857926108,0.48190304286614416,0.2889669456184052,-0.4869393805018642,-0.4534519627693563,-0.4871810977570102,-0.4923096522825289,-0.5361821935124764,-0.17306926594305935,0.9567447721905102,1.0398850913186666
Dadra & Nagar Haveli & Daman & Diu,2018,4,404082,658750616.8008868,116511.0,1630.2399433800238,3.468187553106574,0.4716093552959222,0.26495271803445997,-0.4866390926372127,-0.4532292371495685,-0.4868806608291256,-0.48871336231267193,-0.3913806553689061,-0.11239607950452829,0.917814043228029,0.9345639417610596
Dadra & Nagar Haveli & Daman & Diu,2019,1,661814,843369776.0499005,140532.0,1274.3305159000874,4.709347337261264,0.28025652582396976,0.20616937456549178,-0.48637648724214716,-0.4527279270162215,-0.4866179250764471,-0.4851735130516519,-1.0020743382367747,0.11981949842839842,0.19411759435515383,0.6767530549711608
Dadra & Nagar Haveli & Daman & Diu,2019,2,489656,824441276.5650709,158580.0,1683.7152543113345,3.0877538151090933,-0.022443891187902465,0.1284262659038511,-0.4864034114579514,-0.4530627886163982,-0.4866448626574623,-0.4825138735918921,-0.2996240677269911,-0.18357357128447307,-0.9506954584141527,0.33578878511057014
Dadra & Nagar Haveli & Daman & Diu,2019,3,638751,961471473.848372,176929.0,1505.2367414663493,3.610210875548949,0.16620977282241367,0.11570815991928374,-0.4862084974022278,-0.4527727864655929,-0.48644985184618267,-0.479809877334848,-0.6058696794092742,-0.08582413580964615,-0.23720725399157871,0.2800099540901783
Dadra & Nagar Haveli & Daman & Diu,2019,4,768971,1226641262.0110404,197598.0,1595.1723303102983,3.891593032318141,0.27579579360925144,0.1168208716490795,-0.4858313154387568,-0.45251949775652905,-0.48607248264916153,-0.47676399479973186,-0.4515520588817936,-0.033178762515769275,0.17724710400456478,0.2848900643539235
Dadra & Nagar Haveli & Daman & Diu,2020,1,878579,1342763369.2925177,218496.0,1528.335379393905,4.021030133274751,0.0946667219485986,0.1057601797589045,-0.4856661414016604,-0.45230630109838843,-0.48590722661948765,-0.47368436573113365,-0.5662354602061157,-0.008961645921814596,-0.5077830902715456,0.23638028902579492
Dadra & Nagar Haveli & Daman & Diu,2020,2,973152,1302376453.888058,244814.0,1338.307329058624,3.97506678539626,-0.030077462885913397,0.12045071763327475,-0.48572358842892677,-0.45212234876324564,-0.4859647021635229,-0.46980601958186735,-0.8922985564526896,-0.017561187679127652,-0.9795656284832958,0.30080977488536254
Dadra & Nagar Haveli & Daman & Diu,2020,3,1138312,1749789114.9993625,267946.0,1537.178835854636,4.248288834317362,0.34353558817469265,0.09448806032334756,-0.4850871811399628,-0.45180109885394615,-0.48532797896126617,-0.46639717760584987,-0.5510612541348536,0.033557465055373596,0.43343902397600925,0.1869432387291116
Dadra & Nagar Haveli & Daman & Diu,2020,4,1817791,2700511100.8285055,296493.0,1485.6004352692391,6.130974424354032,0.5433351811823846,0.1065401237562793,-0.4837348582082489,-0.45047945579799475,-0.4839749847349308,-0.46219035537303943,-0.6395629935604155,0.3857997209983601,1.1890811346514945,0.23980095280133884
Dadra & Nagar Haveli & Daman & Diu,2021,1,1925244,2965632911.193505,321396.0,1540.3932754463874,5.990255012507935,0.0981746789649045,0.083991864900689,-0.48335774448920366,-0.45027045079373246,-0.48359768381621204,-0.458520530380442,-0.5455456993305245,0.3594717332844507,-0.4945159959594054,0.14090922143534876
Dadra & Nagar Haveli & Daman & Diu,2021,2,2125083,3157668461.4189043,344994.0,1485.903591256861,6.159767995965147,0.0647536482012252,0.07342344024194447,-0.4830845898949638,-0.4498817473508619,-0.4833243936277249,-0.45504301641926004,-0.6390428178295415,0.39118687256239665,-0.6209143426579631,0.0945584225107944
Dadra & Nagar Haveli & Daman & Diu,2021,3,3129470,4305939102.791507,371874.0,1375.9323792180487,8.41540414226324,0.36364509301797465,0.07791439851127846,-0.4814512704353451,-0.44792813126554093,-0.4816902633864928,-0.4510818512664263,-0.8277389278622311,0.8132065496467201,0.5094931763177085,0.11425478317399211
Dadra & Nagar Haveli & Daman & Diu,2021,4,4157085,5565839386.330661,398963.0,1338.8803419537153,10.419725638718377,0.2925959363248707,0.07284456563244546,-0.4796591670965156,-0.4459293347921526,-0.4798972704455541,-0.4470898868756111,-0.8913153418249911,1.1882063527379145,0.24078524795259165,0.09201960509062025
Dadra & Nagar Haveli & Daman & Diu,2022,1,4802803,6237048367.262391,424570.0,1298.6267326106008,11.312158183573969,0.1205943855620728,0.0641838967523305,-0.47870442816082703,-0.44467335968357263,-0.4789420575763859,-0.44331631708139185,-0.9603852316352485,1.3551765863979868,-0.40972466000729885,0.0540358057282239
Dadra & Nagar Haveli & Daman & Diu,2022,2,5759771,6995159780.810839,0.0,1214.4857461886659,0.0,0.12154970891803485,-1.0,-0.477626077744389,-0.44281197748932133,-0.4778631718655906,-0.5058829796163108,-1.1047600779043698,-0.7612788319963298,-0.40611162683636065,-4.613241996768373
Dadra & Nagar Haveli & Daman & Diu,2022,3,6465621,7520647359.499438,0.0,1163.1747916401903,0.0,0.07512159766959425,0.0,-0.4768786153804344,-0.4414390406494142,-0.4771153384604794,-0.5058829796163108,-1.192802915169311,-0.7612788319963298,-0.581702755178135,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2022,4,7189585,8059640746.081128,0.0,1121.0161290368121,0.0,0.07166848288676642,0.0,-0.4761119421283366,-0.44003087057593326,-0.4763482846309185,-0.5058829796163108,-1.265141625364034,-0.7612788319963298,-0.5947624361495586,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2023,1,11803985,12614091200.0,0.0,1068.6298906682784,0.0,0.565093482129883,0.0,-0.46963361525466274,-0.43105547955224904,-0.46986674190851163,-0.5058829796163108,-1.3550295079846126,-0.7612788319963298,1.2713710342712958,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2023,2,13357115,13750538188.0,0.0,1029.4542038456657,0.0,0.09009344945912545,0.0,-0.46801711395832496,-0.42803451278287175,-0.4682494381791156,-0.5058829796163108,-1.4222498247769468,-0.7612788319963298,-0.5250792079693758,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2023,3,15370328,15096066463.0,0.0,982.1564291276022,0.0,0.09785277176817941,0.0,-0.46610321192526627,-0.42411864638876534,-0.466334586082939,-0.5058829796163108,-1.503406574230169,-0.7612788319963298,-0.49573344905784894,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2023,4,18302373,17558059967.0,0.0,959.3324301171219,0.0,0.1630884118080873,0.0,-0.46260123098571077,-0.41841557548593117,-0.4628308667561136,-0.5058829796163108,-1.5425695492380973,-0.7612788319963298,-0.24901224212764037,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2024,1,21115009,19519196325.0,0.0,924.4228276199171,0.0,0.1116943649632085,0.0,-0.45981167766868253,-0.41294476499978106,-0.46003992870168714,-0.5058829796163108,-1.6024698274280398,-0.7612788319963298,-0.44338454013589457,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2024,2,23393115,20328992711.0,0.0,869.0160635298035,0.0,0.04148717869919771,0.0,-0.45865980967874453,-0.40851365973292053,-0.45888748892318576,-0.5058829796163108,-1.6975405342018584,-0.7612788319963298,-0.7089081361278127,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2024,3,25446270,21564631566.0,0.0,847.4574688549638,0.0,0.06078209936744172,0.0,-0.4569022162036384,-0.40452010283338163,-0.4571290229767054,-0.5058829796163108,-1.7345322420997213,-0.7612788319963298,-0.6359347413396329,-0.22746072650092677
Dadra & Nagar Haveli & Daman & Diu,2024,4,28463700,23945221461.0,0.0,841.254701988849,0.0,0.11039325609222894,0.0,-0.4535160251256995,-0.39865095101806536,-0.4537411509897139,-0.5058829796163108,-1.7451753727643398,-0.7612788319963298,-0.44830533421102436,-0.22746072650092677
Delhi,2018,1,7122754,11211503806.919962,2087022.0,1574.040575726743,3.412879212581372,0.0,0.0,-0.47162867913628825,-0.4401608624183188,-0.47186279614208776,-0.1983294521015273,-0.48781136542353676,-0.12274402859499782,-0.8658126563338469,-0.22746072650092677
Delhi,2018,2,9373723,17446299902.205147,2756141.0,1861.1921754254042,3.401031732411368,0.5561070310154954,0.3206094617114721,-0.46276020038026006,-0.4357825408689968,-0.4629899150632488,-0.09972488119754813,0.004902944514940535,-0.12496064042036406,1.2373842739113963,1.1786622457437756
Delhi,2018,3,18547048,27375846860.618565,3504911.0,1476.0217831224982,5.291731516149768,0.5691491613736595,0.27167332875930517,-0.4486362458977283,-0.4179396623013958,-0.4488589494338557,0.010617441402426583,-0.65599869855936,0.22878103618213172,1.2867096141845795,0.9640390704028443
Delhi,2018,4,29187719,39722857618.7064,4630313.0,1360.9442251621786,6.303616839725522,0.4510184039584757,0.3210928893772196,-0.4310736502754981,-0.39724267396501906,-0.4312876357194418,0.17646205395188336,-0.8534566253803345,0.4181003633274466,0.8399390601251091,1.18078245374574
Delhi,2019,1,47007327,58469131789.49728,5499263.0,1243.8301754425918,8.547932150180852,0.47192662599285984,0.18766549907101315,-0.40440863482069284,-0.36258205726755643,-0.40460938372102917,0.3045146752150857,-1.0544089037317053,0.8380019614412197,0.9190139610831181,0.5955991044001157
Delhi,2019,2,57171512,81706816063.6283,6165448.0,1429.1526182415519,9.272888523267085,0.39743508348631185,0.12114077831884007,-0.37135496214641495,-0.342811873752459,-0.3715393031665279,0.4026868778691239,-0.7364200100057954,0.9736381343994279,0.6372869287114677,0.3038362301154628
Delhi,2019,3,69537876,103196812046.45686,6782286.0,1484.037448116144,10.252866953708528,0.2630135038684345,0.10004755534391019,-0.34078723067160893,-0.3187582692879107,-0.34095639783550075,0.49358707096970644,-0.642244873575669,1.1569878211134148,0.1289044810111101,0.21132596786244032
Delhi,2019,4,80744997,129024467424.8907,7289883.0,1597.925224084047,11.076309043643088,0.25027570974582836,0.07484157996286211,-0.30404953956814684,-0.2969594886826873,-0.3042004701009312,0.5683889886811256,-0.4468284558878006,1.3110502418022072,0.08073014045684618,0.10077807313741731
Delhi,2020,1,81747604,133616543642.59007,7826197.0,1634.5010386186984,10.445380304124724,0.03559073956552128,0.07356963067857203,-0.29751769317568405,-0.29500933484511727,-0.2976653812925862,0.6474227806371106,-0.38406917738198576,1.1930062286524148,-0.7312084704046161,0.09519958178964777
Delhi,2020,2,66042018,107873438203.33102,8391139.0,1633.4061476336326,7.870447385033188,-0.19266405743976656,0.07218601831770899,-0.33413511902460763,-0.3255580032757042,-0.3343009840728099,0.7306753313726835,-0.38594786604933323,0.7112475191139858,-1.5944681697086085,0.08913136061206413
Delhi,2020,3,96491861,175163962804.6606,9044174.0,1815.3237069876868,10.668952300121603,0.623791414476782,0.07782435733694792,-0.23841994585957582,-0.2663305311157715,-0.23853829778836383,0.8269096872350638,-0.07380130368685046,1.2348355732080734,1.4933666290730834,0.11385988227806038
Delhi,2020,4,120540417,216265088224.54352,9747968.0,1794.1292523033458,12.365696830354798,0.23464372900559494,0.0778173882988098,-0.17995701426334848,-0.21955409351717425,-0.18004634512725842,0.9306241317132434,-0.11016819534016596,1.5522890684975459,0.02160998539159651,0.11382931760112239
Delhi,2021,1,157359004,266928345043.4926,10467210.0,1696.3016939500494,15.03351934278571,0.23426461124574338,0.07378378755449333,-0.10789274625146889,-0.14793888563217591,-0.10794630433183443,1.0366150672361023,-0.27802739569841933,2.0514270154852032,0.02017616192911447,0.0961388270049624
Delhi,2021,2,170157264,281941097684.5414,11182699.0,1656.944235331272,15.21611768321762,0.056242631851640246,0.06835527327721524,-0.08653835457098881,-0.12304520759759356,-0.08658131230735056,1.1420529427582697,-0.3455596089426888,2.085590367935322,-0.6531030086185906,0.07233055076229675
Delhi,2021,3,238760608,383858316548.2811,11980061.0,1607.7120918886299,19.929832410703085,0.3614840819615912,0.07130318002836344,0.05843041049416794,0.010393990983439806,0.05845941541553443,1.2595560145065514,-0.4300354802545304,2.967505818007269,0.5013202319625326,0.08525942497797748
Delhi,2021,4,292683359,488695314062.3912,12785127.0,1669.7065242523445,22.892487419170727,0.27311378442135115,0.06720049255174909,0.20755231778521,0.11527821759963239,0.2076553469887682,1.3781943844816724,-0.3236612027155233,3.521805638054813,0.16710374458581964,0.06726593508528143
Delhi,2022,1,330999861,536964920836.28876,13539197.0,1622.2511973691999,24.447525285288336,0.09877239536562255,0.05898025103700566,0.27621181774221154,0.1898069944958222,0.27634892959862933,1.4893177403893114,-0.4050882909249242,3.812746435040127,-0.49225543238254893,0.031213753812844795
Delhi,2022,2,410634184,629855650458.2169,0.0,1533.8607329832455,0.0,0.17299217512618292,-1.0,0.40834115279889394,0.34470236287120565,0.4085438538055695,-0.5058829796163108,-0.5567546814683516,-0.7612788319963298,-0.21155620678412435,-4.613241996768373
Delhi,2022,3,475592161,677612647116.1163,0.0,1424.7767366294256,0.0,0.07582212944054145,0.0,0.4762715075113072,0.47105102004927557,0.4765079292223244,-0.5058829796163108,-0.7439284462852862,-0.7612788319963298,-0.5790533438453831,-0.22746072650092677
Delhi,2022,4,515203457,744915016018.5759,0.0,1445.8657175092983,0.0,0.09932277561361191,0.0,0.5720035282093371,0.5480982787513601,0.5722874714029028,-0.5058829796163108,-0.7077425337831917,-0.7612788319963298,-0.49017389414713936,-0.22746072650092677
Delhi,2023,1,409753103,611403109580.0,0.0,1492.1256363981702,0.0,-0.17923105799661654,0.0,0.3820939485163097,0.34298858719104386,0.3822836203813128,-0.5058829796163108,-0.6283666081847987,-0.7612788319963298,-1.543664562458349,-0.22746072650092677
Delhi,2023,2,482138998,661728515657.0,0.0,1372.4849439725263,0.0,0.08231133484350561,0.0,0.45367765195448173,0.4837851614421595,0.4539028580502354,-0.5058829796163108,-0.8336542725088837,-0.7612788319963298,-0.5545111673900296,-0.22746072650092677
Delhi,2023,3,546706983,708199251438.0,0.0,1295.3909012682211,0.0,0.07022628567677991,0.0,0.5197784075770195,0.6093752518084861,0.5200364261620726,-0.5058829796163108,-0.9659374918650749,-0.7612788319963298,-0.600216826358064,-0.22746072650092677
Delhi,2023,4,598150746,799649719349.0,0.0,1336.8698855539,0.0,0.12913098640715814,0.0,0.6498590901691657,0.7094376409933721,0.6501816809510932,-0.5058829796163108,-0.8947650201089911,-0.7612788319963298,-0.37743923347829644,-0.22746072650092677
Delhi,2024,1,650734058,832514031113.0,0.0,1279.3460260427923,0.0,0.041098384666169885,0.0,0.6966058395826589,0.8117165475728595,0.6969516355034757,-0.5058829796163108,-0.9934683836763768,-0.7612788319963298,-0.7103785552578651,-0.22746072650092677
Delhi,2024,2,777540400,896917676180.0,0.0,1153.5319273185032,0.0,0.0773604319688137,0.0,0.7882146667774069,1.058365408472008,0.7886059374228883,-0.5058829796163108,-1.2093487997998555,-0.7612788319963298,-0.573235483299109,-0.22746072650092677
Delhi,2024,3,844844523,958203383588.0,0.0,1134.1771858631082,0.0,0.06832924474074109,0.0,0.8753884870418769,1.1892775143646783,0.8758230308696037,-0.5058829796163108,-1.2425589859532329,-0.7612788319963298,-0.6073914356521428,-0.22746072650092677
Delhi,2024,4,910543082,1057060485903.0,0.0,1160.912104873913,0.0,0.10316922691801489,0.0,1.0160044908958064,1.3170666650056257,1.0165088366657093,-0.5058829796163108,-1.1966853875282433,-0.7612788319963298,-0.4756266143528424,-0.22746072650092677
Goa,2018,1,160897,303856742.34308386,91936.0,1888.5171404257621,1.7500978941872607,0.0,0.0,-0.4871438996490497,-0.4537022521604246,-0.48738571842773,-0.4923348516590592,0.05178898411344173,-0.43384315519934347,-0.8658126563338469,-0.22746072650092677
Goa,2018,2,229575,478603825.3586151,122174.0,2084.73843126915,1.8790822924681192,0.5750969409730089,0.32890271493212664,-0.4868953364611415,-0.45356866774972665,-0.4871370318527763,-0.4878788355916713,0.38847886504948714,-0.4097107372999673,1.3092041181153857,1.2150346403885075
Goa,2018,3,339511,713166969.238234,153802.0,2100.5710249100443,2.2074550395963644,0.490098765307323,0.25887668407353437,-0.4865616899029139,-0.45335483310436003,-0.48680321967202256,-0.48321798248699027,0.41564550963198593,-0.3482736296645942,0.987740996510769,0.9079157858177233
Goa,2018,4,514755,1153005078.922405,195350.0,2239.9104018851785,2.6350396723829026,0.616739317237283,0.27013953004512303,-0.48593605678320756,-0.45301396897802626,-0.48617727598733324,-0.4770952708140016,0.654733521140914,-0.2682744112840306,1.4666955955513152,0.957312164729824
Goa,2019,1,738812,1475323397.2765768,238152.0,1996.8860782940405,3.102270818636837,0.2795463127147797,0.21910417199897614,-0.48547758578987965,-0.4525781595149122,-0.48571857740848956,-0.470787763713124,0.2377358027854168,-0.1808575032913861,0.19143156819874863,0.73348224728964
Goa,2019,2,768441,1591867103.3876162,278940.0,2071.5540989973415,2.754861260486126,0.07899536218714975,0.1712687695253452,-0.48531181206352214,-0.45252052865052234,-0.4855527213918681,-0.46477704926915886,0.3658562880409632,-0.24585631517307638,-0.5670521768048709,0.5236866350650843
Goa,2019,3,1092416,2000367191.4968417,317194.0,1831.1405101141338,3.4439995712403135,0.25661695454344513,0.13714060371406034,-0.48473075467241167,-0.4518903703835975,-0.4849713755632164,-0.45913975716512234,-0.04666175354658213,-0.1169215453307758,0.10471272986580762,0.3740079646613693
Goa,2019,4,1515272,2923460348.499468,353546.0,1929.330409655473,4.285926018113626,0.46146185606648094,0.11460494208591587,-0.4834177314511866,-0.4510678803639392,-0.48365770055579027,-0.4537827528631948,0.12181917654821516,0.04059921785674205,0.8794361986069058,0.27517148197956853
Goa,2020,1,1881237,3410371231.923763,391900.0,1812.8344445297232,4.800298545547333,0.16655292885166473,0.10848376166043461,-0.4827251412269461,-0.45035604806158513,-0.4829647665289849,-0.4481307242816552,-0.07807255007906415,0.13683607249523522,-0.23590943780321288,0.24832532351756503
Goa,2020,2,1482092,2183616430.016772,430639.0,1473.3339293490362,3.4416111870963846,-0.3597129809281755,0.0988491962235265,-0.4844700978756158,-0.45113241821808403,-0.48471058937609396,-0.4424219602617286,-0.6606107014825428,-0.11736840157876971,-2.2262472400793345,0.20607022687720739
Goa,2020,3,1915531,3368343580.94466,474962.0,1758.4385640037463,4.033019483663956,0.5425527737574263,0.10292379464005807,-0.4827849220640702,-0.45028934338497145,-0.48302457704138363,-0.4358903113380288,-0.17140871385101739,-0.006718490797701496,1.186122069574816,0.22394052429629294
Goa,2020,4,3801381,6899792747.579934,527584.0,1815.075296998626,7.2052621004427735,1.0484230844541313,0.11079202125643728,-0.477761729415319,-0.44662120859778026,-0.47799889087416236,-0.4281356821463466,-0.0742275424975356,0.5867942559115827,3.0993237110226324,0.25844884522062866
Goa,2021,1,5331549,9757242879.021425,570035.0,1830.0953210823768,9.353020428570176,0.41413564667485514,0.08046301631588526,-0.4736972443223323,-0.44364490482439073,-0.4739323881662124,-0.42187990008150494,-0.048455160210789584,0.9886304641045811,0.7004484628632132,0.12543246340650677
Goa,2021,2,4710135,8012853587.076006,609106.0,1701.1940394651122,7.7328658722783885,-0.1787789146558959,0.06854140535230302,-0.47617849296967135,-0.44485360663558865,-0.4764148685081656,-0.41612221095626806,-0.2696327754108626,0.6855066186230783,-1.5419545562307744,0.07314688533101273
Goa,2021,3,6467763,10478425592.936369,653458.0,1620.1004262117162,9.897748592870544,0.30770211623947596,0.07281491234694792,-0.47267142190892475,-0.441434874281615,-0.4729060565334072,-0.4095862884540924,-0.40877873084518657,1.0905467258979835,0.2979168241639431,0.09188955226648328
Goa,2021,4,11088759,18627257115.869656,697178.0,1679.8324425546318,15.905204983519273,0.7776770900035317,0.06690560066599538,-0.4610803869908403,-0.43244665349042205,-0.46130926781257675,-0.4031435004897363,-0.3062864611015445,2.2145155939446144,2.075362292363946,0.06597260377598896
Goa,2022,1,12214098,19816445402.84611,738628.0,1622.423972924248,16.536196840628843,0.06384129877948141,0.059453970148226176,-0.4593888655843995,-0.43025777572533846,-0.45961690673301075,-0.39703523056470064,-0.40479183083739884,2.3325714161202122,-0.6243648483989507,0.03329138221820348
Goa,2022,2,14216054,22873037759.5202,0.0,1608.9582776992968,0.0,0.1542452389687956,-1.0,-0.45504111724319857,-0.4263638051306326,-0.4552670001646522,-0.5058829796163108,-0.42789718960108386,-0.7612788319963298,-0.28245712401532896,-4.613241996768373
Goa,2022,3,13188687,19574265275.70633,0.0,1484.1708864351947,0.0,-0.14422100459484688,0.0,-0.4597333466676374,-0.4283621192234354,-0.4599615588170451,-0.5058829796163108,-0.6420159110020341,-0.7612788319963298,-1.4112565317455126,-0.22746072650092677
Goa,2022,4,17192674,24924986371.33915,0.0,1449.744604669358,0.0,0.2733548881793082,0.0,-0.4521223910500293,-0.4205740321527982,-0.452346825112524,-0.5058829796163108,-0.701086874499372,-0.7612788319963298,0.16801559905865354,-0.22746072650092677
Goa,2023,1,24195070,35096965775.0,0.0,1450.583353344297,0.0,0.40810370975197197,0.0,-0.43765359658274267,-0.40695379069070514,-0.4378708483194203,-0.5058829796163108,-0.6996476922868473,-0.7612788319963298,0.6776356759137755,-0.22746072650092677
Goa,2023,2,26530590,38412206943.0,0.0,1447.8459371992858,0.0,0.0944594808922623,0.0,-0.4329379418251233,-0.4024110104281282,-0.4331528527054852,-0.5058829796163108,-0.7043447377092619,-0.7612788319963298,-0.5085668759983891,-0.22746072650092677
Goa,2023,3,26999728,37375179974.0,0.0,1384.2798703009157,0.0,-0.026997328493487682,0.0,-0.4344130264154533,-0.4014984980767783,-0.4346286695294619,-0.5058829796163108,-0.8134157330308998,-0.7612788319963298,-0.967916559441563,-0.22746072650092677
Goa,2023,4,33460978,44287671557.0,0.0,1323.56177864855,0.0,0.18494871697764848,0.0,-0.42458058220746747,-0.38893083050314364,-0.4247913444851328,-0.5058829796163108,-0.917599978080105,-0.7612788319963298,-0.16633656251451176,-0.22746072650092677
Goa,2024,1,35013987,45351900260.0,0.0,1295.25095956653,0.0,0.02402990867628474,0.0,-0.42306680541350816,-0.3859100990888101,-0.4232768162506735,-0.5058829796163108,-0.9661776133864343,-0.7612788319963298,-0.7749315357162092,-0.22746072650092677
Goa,2024,2,37000806,47454830712.0,0.0,1282.5350537499103,0.0,0.046369180562314094,0.0,-0.4200755617939983,-0.38204557121556865,-0.42028408777447274,-0.5058829796163108,-0.9879964323178045,-0.7612788319963298,-0.690444403861727,-0.22746072650092677
Goa,2024,3,36762111,45913528012.0,0.0,1248.9361128363928,0.0,-0.032479363573206244,0.0,-0.4222679366596167,-0.38250985280372707,-0.4224775509374357,-0.5058829796163108,-1.0456477879231365,-0.7612788319963298,-0.9886496174827578,-0.22746072650092677
Goa,2024,4,46131536,56562589543.0,0.0,1226.1154612974517,0.0,0.23193733943113126,0.0,-0.4071205325559399,-0.3642855434586156,-0.40732262764535654,-0.5058829796163108,-1.0848050191109668,-0.7612788319963298,0.011374419344777141,-0.22746072650092677
Gujarat,2018,1,5948775,7577982255.034049,2690048.0,1273.8727309461274,2.211401060501523,0.0,0.0,-0.47679706126138116,-0.44244434902082264,-0.47703374385786984,-0.10946466127367314,-1.0028598368999455,-0.34753534637768374,-0.8658126563338469,-0.22746072650092677
Gujarat,2018,2,7745733,12162684771.641035,3565825.0,1570.2432257400346,2.1722134428918976,0.6050030684040426,0.3255618487105063,-0.47027570334528424,-0.4389491165522162,-0.47050914873238214,0.01959401930866596,-0.49432711766123766,-0.35486717857786365,1.422309099531671,1.2003823318872557
Gujarat,2018,3,11334149,17866404426.275486,4433183.0,1576.3339996920356,2.556661658226155,0.4689523540011047,0.2432418865199497,-0.46216263664439916,-0.43196934957153726,-0.4623920546960786,0.14741203585001894,-0.483876152081033,-0.282938595611466,0.9077652636671713,0.8393449835427884
Gujarat,2018,4,14733303,24830987102.7826,5579040.0,1685.3645854417439,2.6408312182741116,0.389814453447866,0.25847274971504675,-0.4522560971894982,-0.4253577128907727,-0.4524805976238706,0.3162709948727352,-0.29679403282336353,-0.2671908383279764,0.6084657040020335,0.9061442180738507
Gujarat,2019,1,24991451,35856080308.476944,6652536.0,1434.7338339209255,3.7566803095841945,0.4440054340191275,0.19241589950959304,-0.4365738193116586,-0.40540476354116617,-0.4367905350456867,0.474466491409432,-0.7268433792819332,-0.05842034404308649,0.8134160060622874,0.6164333216699095
Gujarat,2019,2,28981842,49320615219.26746,7574645.0,1701.776416394357,3.8261650545999184,0.3755160852762618,0.13861014806984895,-0.41742163855205927,-0.3976431218190809,-0.417628847122057,0.6103528767485081,-0.26863349333436326,-0.045420051552673875,0.5543892720045456,0.3804530647728142
Gujarat,2019,3,38228649,59462694964.2678,8429299.0,1555.4485057598504,4.535210935096738,0.20563571033960382,0.11283089834573112,-0.40299537386178386,-0.3796573146620203,-0.40319542121779356,0.7362987711878671,-0.5197129077923712,0.08723933769161112,-0.08809834845090307,0.267390914171231
Gujarat,2019,4,42547632,76690662054.91406,9323799.0,1802.4660468745726,4.56333646832155,0.2897273172868948,0.10611795832607185,-0.37849002391642034,-0.3712565342247707,-0.3786779067892061,0.868116562453112,-0.09586335431343483,0.09250150218956867,0.2299361300342358,0.23794942756458057
Gujarat,2020,1,47326417,86995076621.90312,10259843.0,1838.192750190726,4.612781794029402,0.13436335390625032,0.10039298358962911,-0.36383285144693794,-0.3619614007311167,-0.36401345848285493,1.0060564759322455,-0.0345610387795218,0.101752506799866,-0.35765041828941063,0.21284094059273573
Gujarat,2020,2,47420185,80387846359.49063,11392657.0,1695.2242248631176,4.1623464131326,-0.07594947345271907,0.11041241079420017,-0.3732310868219012,-0.3617790141877939,-0.3734163591524093,1.172993356194232,-0.2798761906840812,0.017478013191754918,-1.1530535839081837,0.25678395676535154
Gujarat,2020,3,59290179,111921752484.71222,12467847.0,1887.6946295728374,4.755446469627033,0.39227206043315865,0.09437570182267407,-0.32837672874953444,-0.33869089057501967,-0.32853973532633945,1.3314384886598312,0.050377663863995004,0.1284444448705797,0.617760374234449,0.1864504589213025
