State,Year,Quarter,Transaction_Count,Transaction_Amount,User_Count,Avg_Transaction_Value,Transactions_Per_User
West Bengal,2019,1,47626388,50164672623.87979,7449425.0,1053.2957616664062,6.393297200790665
West Bengal,2019,2,47023535,57105691119.11873,8612795.0,1214.4065970182533,5.459729971513313
West Bengal,2019,3,66444829,70540532616.83047,9643222.0,1061.6406675804747,6.890314150187562
West Bengal,2019,4,96805838,88203610254.64673,10885058.0,911.1393700723579,8.89346092597761
West Bengal,2020,1,66250381,96653305190.93817,11960822.0,1458.909424097322,5.538948828098938
West Bengal,2020,2,57676797,100099431877.35535,13222022.0,1735.523418149509,4.362176753298399
West Bengal,2020,3,79954504,156813355855.14108,14448366.0,1961.2823294500217,5.53380942869249
West Bengal,2020,4,100340645,199165491365.64813,15662093.0,1984.8934732844116,6.406592337307663
West Bengal,2021,1,118254052,242937207475.52194,16808799.0,2054.3668767943946,7.035246956073423
West Bengal,2021,2,141897437,279434811058.56396,17979979.0,1969.2731381650253,7.8919690061929435
West Bengal,2021,3,181712988,362457066256.5123,19323278.0,1994.6679114456713,9.403838624067822
West Bengal,2021,4,225029560,462218037262.09705,20644527.0,2054.0325336017945,10.900204204242605
West Bengal,2022,1,260505092,551426663209.5621,21919787.0,2116.759634048006,11.884471870096183
West Bengal,2022,2,315742141,648575179584.2455,,2054.1292889511556,
West Bengal,2022,3,356792388,704749898612.1442,,1975.2380440698869,
West Bengal,2022,4,405847597,787775633607.2499,,1941.062702922077,
West Bengal,2023,1,459278344,896883182555.0,,1952.809650774651,
West Bengal,2023,2,545317686,1009315106972.0,,1850.8754307521212,
West Bengal,2023,3,632093191,1071548606382.0,,1695.2383313712994,
West Bengal,2023,4,737953238,1249394976078.0,,1693.0543993059896,
West Bengal,2024,1,836408587,1422025506833.0,,1700.1565131384764,
West Bengal,2024,2,980480707,1547343815564.0,,1578.1481517351265,
West Bengal,2024,3,1084916445,1607643782237.0,,1481.8134517603335,
West Bengal,2024,4,1227135682,1810100029406.0,,1475.0610351871424,
